geo,excess_mortality,pop,ratio
SE1,3053.4000000000005,4052937,75.33795862111847
SE11,2334.0,2344124,99.56811158454074
SE12,719.4000000000001,1708813,42.09939882245747
SE2,819.3999999999997,4425644,18.51481953812823
SE21,248.0,864630,28.68278916993396
SE22,-59.00000000000003,1521848,-3.8768654951085804
SE23,630.3999999999999,2039166,30.914599399950756
SE3,296.8,1751604,16.944469183673935
SE31,158.99999999999997,855220,18.591707396927102
SE32,132.0,375733,35.1313299603708
SE33,5.7999999999999545,520651,1.113989985614155
SI,122.00000000000006,2080908,5.8628252666624405
SI0,122.00000000000006,2080908,5.8628252666624405
SK,-464.60000000000025,5450421,-8.524112174087106
SK0,-464.60000000000025,5450421,-8.524112174087106
SK01,-2.0,659598,-0.3032149885233127
SK02,-169.60000000000002,1826145,-9.287323843396884
SK03,-256.5999999999999,1339242,-19.16009205207124
SK04,-36.400000000000034,1625436,-2.239399151981378
UK,59342.0,66647112,89.03911695378488
UKC,2613.7999999999997,2656980,98.37484663038487
UKC1,1339.9999999999998,1201543,111.52326633337299
UKC2,1273.8000000000002,1455437,87.52010564524608
UKD,8243.2,7300075,112.91938781450875
UKD1,690.1999999999999,498083,138.57128229632409
UKD3,2895.0,2822003,102.5867088022231
UKD4,1523.8000000000002,1495318,101.9047453451373
UKD6,1114.8000000000002,931347,119.69759928361827
UKD7,2019.4,1553324,130.0050729918549
UKE,4898.200000000001,5486230,89.2817107558378
UKE1,573.4000000000001,932645,61.48105656493093
UKE2,855.3999999999997,824054,103.8038769303953
UKE3,1631.4000000000005,1404971,116.11627570960543
UKE4,1838.0,2324560,79.06872698489177
UKF,4222.999999999999,4811065,87.77682280326704
UKF1,1869.7999999999997,2210381,84.59175137679883
UKF2,1929.8000000000002,1843764,104.66632388960844
UKF3,423.39999999999986,756920,55.93721925698883
UKG,6745.6,5907872,114.17986036258065
UKG1,1517.8,1352539,112.2185755826634
UKG2,1550.8,1626956,95.31911127283098
UKG3,3677.0,2928377,125.564433814362
UKH,5469.200000000002,6235410,87.7119547872554
UKH1,1882.2,2521676,74.64083411191604
UKH2,2074.4000000000005,1871847,110.82102329944703
UKH3,1512.6,1841887,82.12230174815284
UKI,9113.000000000002,8982256,101.45558086966128
UKI3,986.9999999999999,1190513,82.90543656390143
UKI4,2140.6000000000004,2430890,88.05828318023441
UKI5,2033.6,1940638,104.79028030987746
UKI6,1338.0000000000002,1316772,101.61212419462142
UKI7,2613.8,2103443,124.2629346267049
UKJ,7712.2,9175033,84.05637342121821
UKJ1,2199.0,2417428,90.96444651091987
UKJ2,2561.6000000000004,2909838,88.03239218128296
UKJ3,1396.6,1993050,70.07350543137402
UKJ4,1555.0,1854717,83.84028398941726
UKK,2972.0,5616381,52.91663795600761
UKK1,1929.6000000000004,2516568,76.67585378181715
UKK2,724.7999999999998,1336003,54.25137518403775
UKK3,214.6,568612,37.74102551476226
UKK4,102.99999999999989,1195198,8.61781897225396
UKL,2040.4,3136383,65.05583023501913
UKL1,1228.4,1968383,62.40655400905211
UKL2,812.0000000000002,1168000,69.5205479452055
UKM,4458.8,5454238,81.74927460077834
UKM5,184.4,495365,37.225076458772826
UKM6,189.2,470990,40.17070426123696
UKM7,1608.9999999999998,1998699,80.50236678959662
UKM8,1624.6000000000004,1541998,105.35681628640248
UKM9,851.5999999999999,947186,89.90842347754294
