geo,pop,1-27,1-27_ratio,28-52,28-52_ratio
ME00,622182,-168.39999999999992,-27.066035340141617,270.6,43.49209716770977
MT,493559,71.80000000000001,14.547399601668697,380.59999999999997,77.11337449018252
MT0,493559,84.80000000000001,17.181329891664422,418.59999999999997,84.81255533786234
MT00,493559,84.80000000000001,17.181329891664422,418.59999999999997,84.81255533786234
NL,17282163,8083.799999999999,46.77539495490234,9095.6,52.629986188650115
NL1,1723829,-37.25,-2.160887187766304,565.0,32.775872780884875
NL11,583990,-63.25,-10.830664908645696,132.5,22.68874467028545
NL12,647672,2.25,0.34739806568757026,121.25,18.720895762052397
NL13,492167,23.75,4.825597815375676,311.25,63.24072926466017
NL2,3644949,1622.75,44.520513181391564,1944.5,53.34779718454222
NL21,1156431,473.0,40.90170533304624,676.0,58.455714175770105
NL22,2071972,1040.5,50.21786008691237,1065.25,51.41237429849438
NL23,416546,109.25,26.227595511660176,203.25,48.79413078027397
NL3,8252442,2717.25,32.92661735762578,4302.75,52.13911227731137
NL31,1306912,655.0,50.118141083714896,628.5,48.090460566587495
NL32,2853359,814.5,28.54530397331706,1284.5,45.01711842078056
NL33,3709139,1147.25,30.93035877059339,2332.25,62.87847395311958
NL34,383032,100.5,26.23801666701477,57.5,15.011800580630338
NL4,3660943,3667.5,100.17910685853344,1652.0,45.12498555699993
NL41,2544806,2269.5,89.18165078202425,1315.5,51.69352791529099
NL42,1116137,1398.0,125.25344110982792,336.5,30.14862870776616
NO,5328212,-438.60000000000036,-8.231654446181953,134.0,2.5149149470779317
NO0,5328212,-438.60000000000036,-8.231654446181953,134.0,2.5149149470779317
NO01,1305122,-33.20000000000002,-2.54382348929832,37.799999999999955,2.8962809607071183
NO02,386951,-109.39999999999999,-28.272313548743895,-82.79999999999997,-21.398058152065758
NO03,1005070,-16.80000000000004,-1.6715253663923948,-5.400000000000034,-0.537276010626129
NO04,780898,-27.799999999999997,-3.560003995400167,109.6,14.035123665318645
NO05,901689,-118.0,-13.086552015162654,81.60000000000004,9.049683427434518
NO06,462032,-61.4,-13.289122831319043,-81.20000000000002,-17.57454029158154
NO07,486450,-71.99999999999999,-14.80111008325624,74.40000000000002,15.294480419364788
PL,37972812,1650.3999999999996,4.346267534782517,70711.0,186.21481074406603
PL2,7849543,634.9999999999998,8.089642925709175,14838.000000000002,189.03011296326426
PL21,3360545,211.5999999999999,6.296597724476236,6598.200000000001,196.34315267315276
PL22,4488998,423.4000000000002,9.43194895609221,8239.800000000001,183.55543932075713
PL4,6151984,414.2000000000005,6.732787341449531,10788.6,175.36781630121274
PL41,3473172,103.60000000000002,2.9828640792912076,6022.200000000001,173.39193106474428
PL42,1675502,285.39999999999986,17.03370094455273,2732.8,163.10335648659327
PL43,1003310,25.200000000000045,2.5116863182864764,2033.6,202.68909908203844
PL5,3811110,88.99999999999955,2.335277648768982,7346.799999999999,192.77323404467464
PL51,2865072,139.39999999999998,4.865497271970826,5241.999999999999,182.96224318271928
PL52,946038,-50.39999999999992,-5.32748155993733,2104.8,222.48577752690696
PL6,5764951,293.20000000000005,5.0859061941723365,9472.0,164.30321784174748
PL61,2055433,221.79999999999995,10.790913642040385,3646.2,177.39327917767204
PL62,1404441,-155.20000000000013,-11.050660013485802,2295.6000000000004,163.4529325190592
PL63,2305077,226.60000000000008,9.830474209755254,3530.2,153.1488969782788
PL7,3679410,-241.5999999999999,-6.566270135701102,7753.599999999999,210.72943760004998
PL71,2453167,-369.79999999999984,-15.074391592582154,5023.8,204.78834094865942
PL72,1226243,128.2,10.454697804595009,2729.7999999999993,222.6149303196837
PL8,5335503,-184.8000000000003,-3.463590967899377,10690.800000000001,200.37098657802278
PL81,2097294,-134.60000000000002,-6.417793594984777,4153.2,198.02659999027316
PL82,2086135,51.2000000000001,2.454299458088767,4433.799999999999,212.5365808061319
PL84,1152074,-101.4,-8.801517958047834,2103.7999999999997,182.60979763452693
PL9,5380311,645.4,11.995589102563029,9821.199999999999,182.53963386131394
PL91,3053104,298.6,9.780210566033782,5209.2,170.6198020113301
PL92,2327207,346.8,14.901983364608306,4612.0,198.1774719653215
PT,10276617,2220.6,21.608278288467886,9298.2,90.47919174179597
PT1,9779826,2195.5999999999985,22.45029717297627,9124.199999999999,93.2961383975543
PT11,3572583,1350.6000000000001,37.804580047545436,3945.3999999999996,110.43550282806584
PT15,438864,24.400000000000006,5.559808961318314,158.60000000000008,36.13875824856905
PT16,2216569,224.20000000000005,10.11473137087093,1764.2,79.59147673724571
PT17,2846332,596.8000000000001,20.967336206739063,2524.2,88.68255705940136
PT18,705478,-0.4000000000000057,-0.05669914582736891,731.8000000000002,103.73108729116998
PT2,242846,6.399999999999984,2.6354150366899125,100.4,41.3430733880731
PT20,242846,6.399999999999984,2.6354150366899125,100.4,41.3430733880731
PT3,253945,-14.199999999999989,-5.591761995707727,76.60000000000001,30.1640118923389
PT30,253945,-14.199999999999989,-5.591761995707727,76.60000000000001,30.1640118923389
RO,19414458,-3279.6000000000004,-16.89256532425474,24801.4,127.74706355438818
RO1,4870384,-753.8000000000004,-15.477219044740629,7005.199999999999,143.83260128975454
